idnumber	Canonical_Smiles	Group
Z239676904	CC(C)(C)C(=O)COC(=O)c1ccccc1SCC(=O)Nc2ccccc2c3ccccc3	L1
Z3179193769	COC(=O)c1sc(cc1NC(=O)C(O)(c2ccccc2)c3ccccc3)c4ccc(Br)cc4	L1
Z20220210	Cc1sc2N=C(SCC(=O)NCCc3ccccc3)N(C(=O)c2c1C)c4ccccc4	L1
Z24304601	CN1C(=Nc2scc(c3ccccc3)c2C1=O)SCC(=O)Nc4sc5CCCCc5c4C#N	L1
Z1020993644	CN(Cc1nc(c(C)[nH]1)c2cccc(c2)[N+](=O)[O-])C(=O)c3ccccc3CCc4ccccc4	L1
Z14066757	CCC1(NC(=O)N(CC(=O)N2N=C3C(CCC/C/3=C/c4cccs4)C2c5cccs5)C1=O)c6ccccc6	L1
Z24754456	Cc1oc(cc1)c2cc(C(=O)OCC(=O)Nc3sc4CCCc4c3C(=O)N)c5ccccc5n2	L1
Z212122486	CC(NC(=O)c1cc(ccc1C)S(=O)(=O)Nc2ccc(C)cc2)c3nc4ccccc4n3C(F)F	L1
Z46524605	Cn1ccnc1Sc2ccc(\C=C/3\CCCCc4c(C(=O)O)c5ccccc5nc34)cc2[N+](=O)[O-]	L1
Z56764063	COc1cc2sc(\C=C\C=C/3\N(C)c4ccccc4C3(C)C)[n+](CCCS(=O)(=O)O)c2c5sccc15	L1
Z3668150670	CC(C)(C)OC(=O)N1CCC(CCC=C)(CC1)C(=O)N2CC(CC3(CC3)C2)NC(=O)c4cccc(c4)S(=O)(=O)N(CC=C)c5cccc(c5)C(F)(F)F	L1
Z15623304	O=C(COC(=O)c1cccc(c1)N2C(=O)c3ccccc3C2=O)Nc4sc5CCCCCc5c4C#N	L1
Z18976987	CC1CCCC(NC(=O)COC(=O)c2ccccc2c3nc4ccccc4s3)C1C	L1
Z56795207	Cc1cc(C)c2nc(N\C=C/3\C(=O)N(C(=O)c4ccccc34)c5ccccc5F)sc2c1	L1
Z18299351	CC(C)c1ccc(cc1)C(=O)OCC(=O)Nc2nc(cs2)c3c(C)cc(C)cc3C	L1
Z30033139	Cc1ccccc1C(=O)N2CCC(CC2)C(=O)N(CC3CCCO3)c4nc(cs4)c5ccc(Br)cc5	L1
Z18962628	Cc1cc(C(=O)OCC(=O)Nc2cc(nn2c3ccccc3)c4ccccc4)c(C)n1c5ccccc5	L1
Z29044429	CCCCN(C(=O)c1cc(nc2ccccc12)c3ccc(F)cc3)C4=C(N)N(CCCC)C(=O)NC4=O	L1
Z89775471	O=C(CSC1=Nc2sc3CCCc3c2C(=O)N1CCc4ccccc4)NCCc5cccs5	L1
Z2968932642	CCOC(=O)c1ccc2c(c1)[n+](CCCS(=O)(=O)O)c(\C=C\C=C/3\N(CC)c4cc(ccc4N3c5ccccc5)c6nc7ccccc7s6)n2c8ccccc8	L1
Z56940595	CCOC(=O)c1c(oc2c3ccccc3c(NS(=O)(=O)c4cc(C)ccc4C)cc12)c5ccccc5	L1
Z335427500	Cc1ccc(CNC(=O)c2nnc(COC(=O)c3ccccc3CSC4=NCCS4)s2)cc1	L1
Z3243779646	CC(c1ccccc1)n2c(NC(=O)c3ccccc3Cl)c(c4nc5ccccc5nc24)S(=O)(=O)c6ccc(C)cc6	L1
Z18760312	Cc1ccc(C)c(NC(=O)C(OC(=O)c2cccc(c2C)[N+](=O)[O-])c3ccccc3)c1	L1
Z57017678	CSCC[C@H](NC(=O)CCN(c1cc(C)cc(C)c1)S(=O)(=O)c2ccc(Cl)cc2)c3nc4ccccc4[nH]3	L1
Z104341072	O=S(=O)(NCC(Sc1nnc(C2CC2)n1c3ccccc3)c4ccccc4)c5ccccc5	L1
Z56831351	CCOC(=O)c1sc2nc(C)cc(C)c2c1NC(=O)c3cc4c(C)nn(c5ccccc5)c4s3	L1
Z74662142	CCOC(=O)c1c(C)c(sc1NC(=O)COC(=O)c2ccccc2S(=O)CC)c3ccccc3	L1
Z19392268	COc1ccc(C)cc1N2C(=Nc3ccccc3C2=O)SCC(=O)NC(C)c4ccccc4	L1
Z19651894	Cc1ccc(NC(=O)c2sc3N=C(CSc4oc5ccccc5n4)NC(=O)c3c2C)c(C)c1	L1
Z31283389	Cc1ccc(N2C(=O)\C(=C/Nc3cc(Cl)ccc3[N+](=O)[O-])\c4ccccc4C2=O)c(C)c1	L1
Z25228555	CC(=O)Nc1ccc(cc1)C(=O)CSc2ncc(c3ccc(Cl)cc3)n2c4ccccc4C	L1
Z165044800	Cc1nc(cs1)c2ccc(CCNC(=O)COc3ccc4C5=C(CCC5)C(=O)Oc4c3)s2	L1
Z26353670	CCOC(=O)c1c(NC(=O)COc2ccccc2c3ccccc3)scc1c4ccc(F)cc4	L1
Z56863443	CCOc1ccc(NC(=O)CSC2=Nc3scc(c4oc(C)cc4)c3C(=O)N2c5ccccc5)cc1	L1
Z17939629	CC(=O)c1c(C)[nH]c(C(=O)CSC2=Nc3sc4CCCCc4c3C(=O)N2Cc5occc5)c1C	L1
Z3483536027	NC(=O)C1CCCN(C1)c2ccc(cc2)c3noc(n3)c4cccc(c4)S(=O)(=O)N(Cc5ccccc5)c6cccc(c6)C(F)(F)F	L1
Z56797581	Cc1nn(c2ccccc2)c3sc(cc13)C(=O)NCCOC(=O)c4ccc(cc4)c5ccccc5	L1
Z16221377	Clc1ccc(cc1)N2C(=O)c3ccc(cc3C2=O)C(=O)OCC(=O)NCCCc4ccccc4	L1
Z18846558	O=C(CSc1nncn1c2ccccc2)Nc3sc4CCCCc4c3C(=O)c5ccccc5	L1
Z13945629	Cc1ccc(cc1)C(OC(=O)CNC(=O)c2sc3ccccc3c2Cl)C(=O)c4ccc(C)cc4	L1
Z31293469	CCOC(=O)c1c(C)c(C)sc1N\C=C/2\C(=O)N(C(=O)c3ccccc23)c4ccc(C)c(C)c4	L1
Z96092188	CCCCCOC(=O)c1c(C)oc2cc(C)c(NS(=O)(=O)c3ccc(Br)cc3)cc12	L1
Z15423337	CC(NC(=O)COC(=O)c1ccc2C(=O)N(C(=O)c2c1)c3cc(C)ccc3C)c4ccccc4	L1
Z202613178	CC1CCc2ccccc2N1C(=O)CSC3=Nc4sc(C)c(c5ccccc5)c4C(=O)N3	L1
Z18865348	CC1CCc2c(C1)sc(NC(=O)COC(=O)c3cc4c(C)nn(c5ccc(F)cc5)c4s3)c2C#N	L1
Z19402833	CC(OC(=O)c1c2CC\C(=C\c3cccs3)\c2nc4ccccc14)C(=O)NC5CCCC5	L1
Z27680828	CCOC(=O)c1c2CCCCc2sc1NC(=O)c3cc(nc4ccccc34)c5cccs5	L1
Z448228544	CC(NC(=O)COC(=O)c1ccccc1CC2=Nc3ccccc3C(=O)N2)c4ccc5CCCCc5c4	L1
Z30498582	CCOC(=O)c1c(NC(=O)c2cccc(Oc3ccccc3)c2)scc1c4ccc(Cl)cc4	L1
Z27863045	CC1Cc2ccccc2N1S(=O)(=O)c3cccc(c3)C(=O)Nc4nc(cs4)c5ccc(F)cc5	L1
Z50064698	CCOC(=O)c1ccc(cc1)n2c(C)cc(\C=N\NC(=O)c3cc4CC(C)CCc4s3)c2C	L1
Z15566728	COc1cc(NC(=O)COC(=O)c2ccc(cc2)N3C(=O)c4ccccc4C3=O)c(C)cc1[N+](=O)[O-]	L1
Z19078763	COc1ccc(cc1NC(=O)C(C)SC2=Nc3ccccc3C(=O)N2c4ccccc4C)[N+](=O)[O-]	L1
Z18582782	COC(=O)c1ccc(C(=O)OC)c(NC(=O)CSC2=Nc3sc4CCCCCc4c3C(=O)N2c5ccccc5)c1	L1
Z18045266	CC(SC1=Nc2sc3CCCc3c2C(=O)N1c4ccc(C)c(C)c4)C(=O)NCc5occc5	L1
Z56775542	FC(F)(F)c1ccccc1N2C(=O)\C(=C/Nc3nc(cs3)c4ccccc4)\c5ccccc5C2=O	L1
Z31272030	FC(F)(F)c1cccc(c1)N2C(=O)\C(=C/Nc3nc(cs3)c4ccccc4)\c5ccccc5C2=O	L1
Z57009942	CCOc1ccc2nc(sc2c1)N3C(C(=C(O)C3=O)C(=O)c4ccc5OCCOc5c4)c6ccc(OCC=C)c(OCC)c6	L1
Z239678174	COc1ccc(OC)c(c1)C(C)NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C	L2
Z32931974	CCCCOCCCNC(=O)c1ccc(OC)c(c1)S(=O)(=O)Nc2ccc(CC)cc2	L2
Z982803486	CCN(CC)Cc1ccccc1CNC(=O)c2sccc2S(=O)(=O)Nc3ccc(C)cc3	L2
Z16762822	COCCN1C(=O)c2cc(sc2N=C1SCC(=O)NCCC(C)C)c3ccccc3	L2
Z239676146	COc1ccc(CNC(=O)C(C)Sc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1	L2
Z18418861	Cc1ccc(C)c(c1)C(=O)OCC(=O)NCCNC(=O)COC(=O)c2cc(C)ccc2C	L2
Z336896000	CC(C)NS(=O)(=O)c1cccc(CNC(=O)C(NC(=O)c2ccccc2C)C(C)C)c1	L2
Z298290382	CC(C)N(C(C)C)C(=O)CSc1nc(NC(=O)c2ccccc2)c3c(C)c(C)oc3n1	L2
Z239677862	CNC(=O)c1ccc(NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1	L2
Z239676550	COc1ccc(OC)c(NC(=O)C(C)Sc2ccccc2C(=O)OCC(=O)C(C)(C)C)c1	L2
Z240964496	COc1cc(NC(=O)CSc2ccccc2C(=O)NCC(=O)C(C)(C)C)cc(OC)c1	L2
Z2115589775	COc1cccc(c1)C(O)CNC(=O)C(C)(C)C(NC(=O)OC(C)(C)C)c2ccccc2	L2
Z108873866	CCC(C)c1ccc(NC(=O)C(CCS(=O)(=O)C)NC(=O)c2cccc(C)c2)cc1	L2
Z15581855	CC(C)Oc1ccc(cc1)C(=O)NCC(=O)OC(C)C(=O)Nc2ccc(cc2)C(C)C	L2
Z16374283	CCc1ccc(cc1)C(C)NC(=O)COC(=O)c2ccccc2SCC(=O)NC(C)C	L2
Z86120359	CCCCCC(C)NC(=O)c1ccc(NC(=O)CC2SC(=NC2=O)N3CCCC3)cc1	L2
Z2002050176	CC(=CC(=O)NCc1ccc(cc1)C(=O)NCCS(=O)(=O)CCc2ccccc2)C	L2
Z18420422	Cc1cc(C)cc(c1)C(=O)OCC(=O)NCCNC(=O)COC(=O)c2cc(C)cc(C)c2	L2
Z239647224	CC(C)NS(=O)(=O)c1ccc(cc1)C(=O)Nc2ccccc2C(=O)OCC(=O)C(C)(C)C	L2
Z1523106563	NS(=O)(=O)c1cccc(NC(=O)CN2CCc3ccccc3C2Cc4ccccc4)c1	L2
Z1331402607	CC(NS(=O)(=O)c1cccc(c1)C(=O)NC(C)C(C)(C)CN(C)C)c2ccccc2	L2
Z56788299	CCC(C)C(NC(=O)c1ccccc1NC(=O)c2ccc(OC)cc2)C(=O)NC(C)C	L2
Z91222171	CCN(CC)S(=O)(=O)c1cccc(NC(=O)[C@@H](NC(=O)c2ccc(C)cc2)C(C)C)c1	L2
Z27512278	CCOc1ccc(cc1)C(=O)NC(C(C)C)C(=O)NCC(=O)Nc2c(C)cccc2C	L2
Z239676504	CC(Sc1ccccc1C(=O)OCC(=O)C(C)(C)C)C(=O)NC2(CCCCC2)C#N	L2
Z192465500	CNS(=O)(=O)Cc1ccccc1CNC(=O)c2ccccc2OCCOc3ccccc3	L2
Z15669877	CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)Nc2sc3CCCCCc3c2C#N)c1C	L2
Z30851347	COC(=O)c1cc(NC(=O)C(CC(C)C)NC(=O)c2ccccc2C)cc(c1)C(=O)OC	L2
Z16574977	CC(C)(C)C(=O)COC(=O)c1ccccc1OCC(=O)Nc2ccc(SC(F)F)cc2	L2
Z239676202	CC(=O)Nc1cccc(NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C)c1	L2
Z54152013	CCC(C)(C)C1CCc2c(C1)sc(NC(=O)CN3C(=O)NC(C)(C4CC4)C3=O)c2C#N	L2
Z56780076	COc1ccc(cc1)C(=O)Nc2ccccc2C(=O)NC(C(C)C)C(=O)NCC(C)C	L2
Z239678398	COc1ccc(CNC(=O)C(C)Sc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1OC	L2
Z215657588	COc1ccc(OC)c(NC(=O)COC(=O)c2sc(NC(=O)C(C)(C)C)cc2C)c1	L2
Z28563878	CCOc1ccc(NC(=O)CCc2c[nH]c3ccccc23)cc1S(=O)(=O)N(CC)CC	L2
Z239676860	CC(=O)Nc1ccc(NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1	L2
Z239676618	COc1cc(NC(=O)C(C)Sc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc(OC)c1	L2
Z239678404	COc1ccccc1CNC(=O)C(C)Sc2ccccc2C(=O)OCC(=O)C(C)(C)C	L2
Z239677674	COc1ccccc1C(C)NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C	L2
Z46420284	CCOC(=O)c1cc(sc1NC(=O)CN(C)CC(=O)Nc2cccc(C)c2C)C(C)C	L2
Z26994979	CC(C)CC(NS(=O)(=O)c1ccc(C)cc1)C(=O)NCC(N2CCCCC2)c3occc3	L2
Z89570165	CCN(CC)S(=O)(=O)c1ccc(CNC(=O)CCCc2c[nH]c3ccccc23)cc1	L2
Z240090632	CCCCSC1=NC2=C(C(C(=C(C)N2)C(=O)OC)c3ccc(cc3)C(C)C)C(=O)N1	L2
Z57008764	CCN(CC)S(=O)(=O)c1cccc(c1)C(=O)N[C@@H](C(C)C)C(=O)NCc2cccc(Cl)c2	L2
Z56802666	CCCCOC(=O)CSC1=C(C#N)C(C(=C(N1)c2ccccc2)C(=O)OCC)c3cccnc3	L2
Z18485838	CC(OC(=O)c1ccccc1SC(C)C(=O)NC2CCCC2)C(=O)NC3CCCC3	L2
Z1400979998	COc1ccc(OC)c(c1)c2csc(NC(=O)C(C)(C)CNC(=O)OC(C)(C)C)n2	L2
Z94736571	Cc1ccc(C)c(NC(=O)C(OC(=O)CCCCCNS(=O)(=O)C)c2ccccc2)c1	L2
Z16369102	COC(=O)c1ccc(NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1	L2
Z1550792299	COC(=O)CCC(Cc1ccccc1)NC(=O)CCCOc2ccc(cc2)S(=O)(=O)C	L2
Z228258750	CC(C)C(NC(=O)c1ccccc1C)C(=O)Nc2nc(CN3CC(C)OC(C)C3)cs2	L2
Z1407919349	COC(=O)Nc1ccc(CNC(=O)C2CCCCCCC2NC(=O)OC(C)(C)C)cc1	L2
Z27342491	CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)CCc2c[nH]c3ccccc23)c1	L2
Z1704261642	CC(C)(C)OC(=O)NCCN(CCO)C(=O)c1oc(cc1)c2nc3ccccc3s2	L2
Z197770456	CC[C@H](C)[C@H](NC(=O)c1ccccc1)C(=O)NCc2ccc(CS(=O)(=O)NC(C)C)cc2	L2
Z19091019	CCOC(=O)c1[nH]c(COC(=O)CCc2nc3ccccc3s2)c(C(=O)OCC)c1C	L2
Z240404588	COC(=O)c1c(C)[nH]c(C(=O)N(C)C(C)c2cccc(NC(=O)c3ccccc3)c2)c1C	L2
Z89777383	Nc1nc(COC(=O)c2ccc(cc2)C(=O)c3ccccc3)nc(Nc4ccccc4)n1	L2
Z20276217	CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)CCCc2nc3ccccc3s2)c1C	L2
Z45693834	CCN(CC)S(=O)(=O)c1ccc(C)c(NS(=O)(=O)c2c(C)c(C)cc(C)c2C)c1	L2
Z813296650	CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)N2CC(C)(C)C2c3ccccc3	L2
Z16150295	CCN(CC)S(=O)(=O)c1ccc(C)c(NC(=O)COC(=O)c2ccccc2NCc3occc3)c1	L2
Z407568676	CC(C)Cc1ccc(cc1)C(=O)CCC(=O)N(C)C(C)c2ccc(cc2)S(=O)(=O)N	L2
Z2196677260	Cc1cc(OCc2ccccc2)ccc1NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)O	L2
Z33447447	CCOC(=O)c1ccc(cc1)S(=O)(=O)NCCCC(=O)Nc2ccc3CCCc3c2	L2
Z16642115	CC(C)(C)c1cc(CCC(=O)OCC2=CC(=O)N3C=CSC3=N2)cc(c1O)C(C)(C)C	L2
Z316078140	CCOc1cc(ccc1OCc2ccccn2)C(=O)NCc3ccccc3CS(=O)(=O)NC(C)C	L2
Z96382205	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)OCC(=O)\N=C/2\SC=CN2Cc3ccc(C)cc3	L2
Z1151481433	CC(NC(=O)C(C)N1C(=O)NC2(CCCC2)C1=O)c3sc(nc3C)c4ccc(C)cc4	L2
Z68677909	COc1ccc(cc1S(=O)(=O)Nc2ccc(C)cc2)C(=O)NCCN(C(C)C)C(C)C	L2
Z296330684	CCCS(=O)(=O)Nc1cccc(c1)C(=O)NCC(N(CC)CC)c2cccc(OC)c2	L2
Z167167376	CCCCNS(=O)(=O)c1cccc(NC(=O)c2cc(OC)c(OC)c(\C=C\C)c2)c1	L2
Z239677276	COc1ccccc1CNC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C	L2
Z44823945	CC(C)CC\C(=N\NC(=O)c1ccc(CN(C)S(=O)(=O)c2ccc(C)cc2)cc1)\C	L2
Z28514289	CCNC(=O)c1cccc(NC(=O)C(CC(C)C)NS(=O)(=O)c2ccc(C)cc2)c1	L2
Z1620665948	COc1ccc(c(NC(=O)C(C)(C)C)c1)S(=O)(=O)NC(C)(C#N)C2CCCCC2	L2
Z51604868	Cc1cc(C)cc(c1)n2ccnc2SCC(=O)NN3C(=O)NC4(CCCCC4)C3=O	L2
Z95968189	CCOc1cc(ccc1OCC(C)C)C(=O)NC(C)c2cccc(c2)S(=O)(=O)N	L2
Z20252814	CCOC(=O)c1[nH]c(CSc2nnc(c3ccccc3)n2C)c(C(=O)OCC)c1C	L2
Z82158906	CC(OC(=O)CCCNC(=O)c1ccsc1)C(=O)Nc2ccc(Cl)cc2Cl	L2
Z69106712	CCc1ccc(cc1)C(CNC(=O)c2ccc(cc2)S(=O)(=O)NCc3occc3)N(C)C	L2
Z16779972	CCN1C(=O)c2c(C)c(C)sc2N=C1SCC(=O)NC(=O)Nc3ccc(C)cc3C	L2
Z32572412	COC(=O)CCCCCNC(=O)c1ccc(cc1)S(=O)(=O)Nc2ccccc2C	L2
Z437062042	Cc1cc(NC(=O)C(C)(C)C)sc1C(=O)NC(CN2CCCC2=O)c3ccccc3	L2
Z113699354	CC(OC(=O)CSc1nc(C)c(C)c(C)c1C(=O)N)C(=O)NCCc2ccccc2	L2
Z220234392	CCCCN1C(=O)NN=C1SCCC(=O)Nc2ccccc2C(=O)c3ccccc3	L2
Z239676548	COc1cccc(NC(=O)C(C)Sc2ccccc2C(=O)OCC(=O)C(C)(C)C)c1	L2
Z653588372	CC(C)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)NCCS(=O)(=O)c4ccccc4	L2
Z20276281	CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)CCCc2nc3ccccc3s2	L2
Z46391153	CN(CC(=O)Nc1ccccc1C(=O)NC2CCCC2)CC(=O)Nc3c(C)cccc3C	L2
Z46420758	CN(CC(=O)Nc1cccc(C)c1C)CC(=O)Nc2ccccc2C(=O)NC3CCCC3	L2
Z71042062	CC(=O)NC(CC(=O)Nc1c(nc2cc(C)ccn12)c3cccs3)c4ccccc4	L2
Z99120117	CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccc(C)c(c2)S(=O)(=O)N(C)C	L2
Z15606976	COc1ccc(cc1)c2nnc(SC(C)C(=O)NC(=O)NC3CCCCC3)n2C(C)C	L2
Z74028760	CC(C)CC(NC(=O)COC(=O)C(C)NS(=O)(=O)c1ccc(C)cc1)c2ccccc2	L2
Z46461598	CCCCN1C(=O)NC(=O)C(=C1N)N(CCC(C)C)C(=O)CNC(C)c2ccc3ccccc3c2	L2
Z46499042	CCCCN1C(=O)NC(=O)C(=C1N)N(CCC(C)C)C(=O)CNC(C)c2cccc3ccccc23	L2
Z56788294	CCCCNC(=O)C(NC(=O)c1ccccc1NC(=O)c2ccc(OC)cc2)C(C)CC	L2
Z25196582	CCc1sc2N=C(SCC(=O)NCCOC)N(Cc3ccc(C)cc3)C(=O)c2c1C	L2
Z16329289	CCCCN1C(=O)C(=Nc2ccccc12)CCC(=O)OCC(=O)NC(C)c3ccccc3	L2
Z92393948	CCCCOC(=O)c1ccc(NC(=O)COC(=O)c2ccc3nc(C)c(C)nc3c2)cc1	L2
Z14131217	CC(C)CCC1(C)NC(=O)N(CC(=O)Nc2ccccc2Sc3ccccc3)C1=O	L2
Z16383075	CNC(=O)NC(=O)C(Sc1ncnc2c1cnn2c3ccccc3)c4ccccc4	L2
Z26070832	CCCCOc1ccc(cc1OC)C(=O)NOCC(=O)NC2CCCc3ccccc23	L2
Z229944842	O=C(Cc1csc(NC(=O)c2ccccc2)n1)NCc3cnn(c3)c4ccccc4	L2
Z19153600	CC(C)c1cccc(C(C)C)c1NC(=O)COC(=O)CNS(=O)(=O)c2ccc(C)cc2	L2
Z239676882	COc1ccc(CNC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1OC	L2
Z239678386	COc1ccc(NC(=O)C(C)Sc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1OC	L2
Z1021087256	CCOC(=O)c1sc(NC(=O)CN(C)C(c2cccc(F)c2)c3cnn(C)c3)cc1C	L2
Z56852990	CCOc1ccc(NS(=O)(=O)c2ccc(C)c(c2)C(=O)OCC(=O)C(C)(C)C)cc1	L2
Z1527865058	CCCCN1C(=O)NC(=O)c2c1nc(COC(=O)CC(C=C)c3ccccc3)n2CCC	L2
Z239678656	COc1ccc(CNC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1	L2
Z14165180	Cc1cc(C(=O)CN2C(=O)NC3(CCC(CC3)C(C)(C)C)C2=O)c(C)n1c4nccs4	L2
Z28061975	CC(C)NC(=O)CSc1ccccc1C(=O)Nc2ccc(cc2)C(=O)OC(C)C	L2
Z25012941	CC(C)C(NS(=O)(=O)\C=C\c1ccccc1)C(=O)OCC(=O)Nc2ccc3CCCc3c2	L2
Z25096251	Cc1ccc(NC(=O)C(Sc2nnnn2c3ccc(O)cc3)c4ccccc4)cc1	L2
Z1409586854	CCCCC(CNC(=O)OC(C)(C)C)NC(=O)CCCC1=Nc2ccccc2C(=O)N1	L2
Z239678332	COc1ccc(NC(=O)C(C)Sc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1	L2
Z197486806	CCOC(=O)c1sc2N=CN(CC(O)COc3c(C)ccc(C)c3C)C(=O)c2c1C	L2
Z52666817	CCOC(=O)c1c(C)c(CC)sc1NC(=O)CN(C)CC(=O)Nc2cc(C)ccc2C	L2
Z90268078	Cc1cc(C)c(NC(=O)CNC(=O)CN(CC2CCCO2)Cc3cccs3)c(C)c1	L2
Z29042118	CCCCN1C(=C(N(CCC(C)C)C(=O)c2ccc(cc2)C(F)(F)F)C(=O)NC1=O)N	L2
Z192488298	Oc1cn(nc1C(=O)NNC(=O)c2ccc(Cn3nnc4ccccc34)cc2)c5ccccc5	L2
Z239678010	CCNC(=O)c1cccc(NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C)c1	L2
Z19474696	COc1ccc(cc1)c2nnc(SCC(=O)NC(=O)NC3CCCCC3C)n2CC(C)C	L2
Z1525142521	CCOC(=O)c1sc(NC(=O)CCNC(=O)\C=C\c2ccc(OC)cc2)nc1C(C)C	L2
Z46350767	CCOC(=O)c1c(C)c(sc1NC(=O)CN(C)Cc2ccc(cc2)C(C)C)C(=O)NC	L2
Z29614656	CC(C)C(NC(=O)Cc1ccccc1)C(=O)Nc2nn3cc(nc3s2)c4ccccc4	L2
Z55697786	CN(c1ccccc1)S(=O)(=O)c2cccc(NC(=O)Nc3ccc(Cl)cc3C#N)c2	L2
Z19424331	CCCCc1ccc(cc1)n2nnnc2SC(C(=O)NC(=O)NC)c3ccccc3	L2
Z90123317	CCCCCC(CCC)NC(=O)CN1C=CC(=O)N(CC(=O)NC2CCCCCCC2)C1=O	L2
Z15757939	CCCCn1c(SCC(=O)Nc2ccccc2C(=O)OC)nnc1c3ccc(OC)cc3	L2
Z52744592	COC(=O)c1sc(NC(=O)CN(C)C2CCCc3ccccc23)c(C(=O)OC)c1C	L2
Z15757353	CCCCn1c(SC(C)C(=O)NC(=O)NC2CCCCC2)nnc1c3ccc(OC)cc3	L2
Z1591917482	CCC(C)n1cnc(c1)S(=O)(=O)N(CC(O)c2cccc(OC)c2)Cc3ccccc3	L2
Z804635002	CNS(=O)(=O)c1cccc(c1)C(=O)NC(CN2CCc3ccccc3C2)C(C)(C)C	L2
Z18339222	O=C(COC(=O)c1ccc(cc1)S(=O)(=O)Nc2ccccc2)NCCc3ccccc3	L2
Z239678818	CCCOc1ccccc1NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C	L2
Z13758572	CCCN(CC(=O)Nc1ccccc1C)C(=O)COC(=O)CCc2c[nH]c3ccccc23	L2
Z56916914	CCOc1ccc(cc1)N(CC(=O)NC(C)C)S(=O)(=O)c2ccc(SC)cc2	L2
Z1082364794	COC(=O)CN(CC(=O)OC)C(=O)CCc1c([nH]c2ccccc12)c3ccc(OC)cc3	L2
Z99041272	CC(C)(C)NC(=O)NC(=O)COC(=O)C1(Cc2nc3ccccc3s2)CCCCC1	L2
Z29757096	CC(C)CN(C(=O)c1cc2CCCCCc2s1)C3=C(N)N(CC(C)C)C(=O)NC3=O	L2
Z268616492	CCNS(=O)(=O)c1ccc(cc1)C(=O)Nc2nnc(s2)c3ccc(cc3)C(C)C	L2
Z198621640	CCN(CC)S(=O)(=O)c1ccc(O)c(NC(=O)COc2ccccc2C(C)(C)C)c1	L2
Z466715162	CNS(=O)(=O)Cc1ccc(CNC(=O)C(C)Oc2ccc(C(C)C)c(C)c2)cc1	L2
Z1533671381	CCC(C)NS(=O)(=O)Cc1cccc(NC(=O)CCc2c(C)nn(CC(C)C)c2C)c1	L2
Z68678671	COc1ccc(NS(=O)(=O)c2ccc(C)c(c2)C(=O)NCCN(C(C)C)C(C)C)cc1	L2
Z1310995539	CCCC(C)(CCCNC(=O)Cn1c(S)nnc1c2ccc(C)cc2)C3OCCO3	L2
Z100656756	COC(=O)c1ccc(CNC(=O)CCCCCNS(=O)(=O)c2ccc(F)c(F)c2)cc1	L2
Z15661721	FC(F)(F)c1cccc(c1)S(=O)(=O)NCCC(=O)OCC(=O)NC2CCCc3ccccc23	L2
Z605195776	CCCc1c([nH]c(C)c1C(=O)C)C(=O)NC(C)c2ccc(cc2)S(=O)(=O)N(CC)CC	L2
Z1445065870	CCc1nc(nn1c2ccccc2Cl)C(=O)Nc3cccc(c3)n4ccc(n4)C(=O)O	L2
Z15743444	CC(C)C(NS(=O)(=O)c1ccc(C)cc1)C(=O)OC(C)C(=O)NC2CCCCC2	L2
Z354513932	CCOC(=O)c1cc(CC)sc1NC(=O)CN(Cc2occc2)Cc3ccc(cc3)C(=O)NC	L2
Z199726856	CCCN(CC(=O)Nc1cc(C)c(s1)C(=O)OCC)CC(=O)Nc2ccccc2C	L2
Z317187130	COc1ccc(cc1)c2cc(CSCc3nc(N)nc(Nc4ccccc4)n3)on2	L2
Z239678756	CSc1ccc(NC(=O)CSc2ccccc2C(=O)OCC(=O)C(C)(C)C)cc1	L2
Z27072126	CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(CCC(=O)Nc3c(C)cccc3C)n2C	L2
